Serial Number,Assessed Value,Sale Amount,Sales Ratio,Residential Type
10233,146930.0,219000.0,0.670913242,Single Family
1700239,76090.0,325000.0,0.2341,Single Family
170131,554800.0,895000.0,0.6198,Single Family
16484,111590.0,135000.0,0.826592593,Single Family
80350,116410.0,186500.0,0.624182306,Condo
19180,38870.0,104500.0,0.372,Condo
1900594,397490.0,420000.0,0.9464,Single Family
13033,107660.0,86250.0,1.248231884,Two Family
150185,123760.0,66000.0,1.875151515,Single Family
190345,311900.0,660000.0,0.4726,Single Family
60093,152300.0,312000.0,0.488141026,Single Family
160086,47600.0,55000.0,0.865454545,Two Family
200031,211920.0,358000.0,0.5919,Single Family
171754,44030.0,102000.0,0.4316,Condo
180713,96460.0,139000.0,0.6939,Single Family
70396,2063600.0,2700000.0,0.764296296,Condo
110072,258370.0,295000.0,0.875830508,Single Family
70230,148050.0,250000.0,0.5922,Single Family
100005,324200.0,350000.0,0.926285714,Condo
70103,188650.0,318000.0,0.593238994,Condo
180578,217560.0,310000.0,0.7018,Condo
20217,78270.0,132000.0,0.5929,Condo
17222,193060.0,307000.0,0.6288,Single Family
14014,120330.0,200000.0,0.60165,Single Family
120012,278180.0,25000.0,11.1272,Single Family
90139,209600.0,215000.0,0.974883721,Single Family
180799,208010.0,225000.0,0.9244,Three Family
81229,40250.0,24000.0,1.677083333,Condo
180139,197750.0,250000.0,0.791,Single Family
130346,75160.0,60000.0,1.252666667,Single Family
10002,196450.0,196000.0,1.002295918,Single Family
130035,103100.0,100000.0,1.031,Single Family
140534,43550.0,55000.0,0.791818182,Single Family
190036,263130.0,220000.0,1.196,Single Family
19518,155780.0,160000.0,0.9736,Single Family
160701,238140.0,364000.0,0.654230769,Single Family
160308,39690.0,165000.0,0.240545455,Single Family
11002,221400.0,246000.0,0.9,Single Family
110853,115990.0,68000.0,1.705735294,Single Family
100219,251790.0,295000.0,0.853525424,Condo
70168,111000.0,179500.0,0.618384401,Condo
180734,104160.0,225000.0,0.4629,Two Family
80404,246750.0,320000.0,0.77109375,Two Family
160698,101990.0,105000.0,0.971333333,Single Family
160160,188960.0,247500.0,0.763474747,Single Family
110083,288600.0,415000.0,0.695421687,Single Family
60004,474250.0,769900.0,0.615989089,Single Family
800194,177760.0,19044.0,9.334173493,Single Family
190969,326550.0,405000.0,0.8063,Single Family
170069,284000.0,404900.0,0.7014,Single Family
160165,89180.0,145000.0,0.615034483,Two Family
16025,100100.0,162000.0,0.617901235,Single Family
140417,165060.0,249900.0,0.660504202,Single Family
800346,150550.0,207000.0,0.727294686,Condo
80783,289640.0,374000.0,0.774438503,Condo
130042,141050.0,110000.0,1.282272727,Single Family
130322,113610.0,210000.0,0.541,Single Family
800247,294420.0,390000.0,0.754923077,Single Family
19025,126930.0,195500.0,0.6493,Single Family
80108,733400.0,2850000.0,0.257333333,Single Family
13122,127330.0,170000.0,0.749,Single Family
200626,305480.0,535000.0,0.5709,Single Family
180411,104980.0,186200.0,0.5638,Single Family
90854,40740.0,50000.0,0.8148,Condo
18796,98000.0,150000.0,0.6533,Single Family
130323,333200.0,660000.0,0.504848485,Single Family
11036,747250.0,776000.0,0.962951031,Single Family
170947,213940.0,360000.0,0.5942,Single Family
60056,191900.0,265000.0,0.724150943,Single Family
173261,197050.0,350000.0,0.563,Single Family
190136,169470.0,295000.0,0.5745,Four Family
160254,95360.0,170000.0,0.560941176,Single Family
70087,231700.0,438775.0,0.528061079,Two Family
90072,168780.0,210000.0,0.803714286,Single Family
170757,321930.0,520000.0,0.619,Single Family
15372,563260.0,705000.0,0.798950355,Single Family
150051,112630.0,175000.0,0.6436,Condo
70438,283430.0,460175.0,0.615917857,Condo
100103,251160.0,357750.0,0.702054507,Condo
150047,187450.0,299000.0,0.626923077,Single Family
70494,162925.0,195000.0,0.835512821,Single Family
170965,110180.0,35000.0,3.148,Single Family
2020392,958090.0,1491375.0,0.6424,Single Family
140528,121430.0,257050.0,0.472398366,Single Family
90071,271660.0,395000.0,0.687746835,Single Family
180363,73110.0,162000.0,0.4512,Single Family
70003,117250.0,133500.0,0.878277154,Condo
150172,104400.0,152500.0,0.684590164,Condo
110164,178150.0,232000.0,0.767887931,Single Family
200012,198410.0,500000.0,0.3968,Single Family
80017,168050.0,248000.0,0.677620968,Single Family
62276,188791.0,461000.0,0.409524946,Two Family
150445,165100.0,209000.0,0.789952153,Condo
2002468,23890.0,23000.0,1.0386,Condo
120209,103130.0,115000.0,0.896782609,Single Family
180536,108780.0,235000.0,0.4628,Two Family
800353,175800.0,110600.0,1.589511754,Two Family
90670,229500.0,277000.0,0.828519856,Condo
130096,196630.0,305000.0,0.644688525,Single Family
14075,288970.0,460000.0,0.628195652,Single Family
190897,77630.0,80000.0,0.9704,Single Family
150112,151200.0,285000.0,0.530526316,Single Family
100016,130110.0,172000.0,0.756453488,Single Family
60019,168730.0,287000.0,0.587909408,Single Family
20116,172300.0,553000.0,0.3115,Single Family
60100,130970.0,185900.0,0.704518558,Single Family
140279,106320.0,125000.0,0.85056,Condo
70004,200620.0,347000.0,0.57815562,Single Family
200411,472600.0,704500.0,0.6708,Single Family
16095,465500.0,765000.0,0.608496732,Single Family
120563,279430.0,430000.0,0.649837209,Single Family
191243,225050.0,425000.0,0.5295,Two Family
160006,181700.0,287500.0,0.632,Single Family
170052,123760.0,160000.0,0.7735,Single Family
90392,44520.0,153000.0,0.290980392,Single Family
70230,184240.0,259400.0,0.710254433,Single Family
124539,100500.0,70000.0,1.435714286,Single Family
160044,93000.0,120000.0,0.775,Condo
150057,201800.0,293000.0,0.688737201,Single Family
150406,249710.0,410000.0,0.60904878,Single Family
70554,92000.0,76000.0,1.210526316,Single Family
70933,235270.0,350000.0,0.6722,Single Family
70099,0.0,64500.0,0.0,Single Family
130046,145400.0,220000.0,0.660909091,Single Family
90459,270300.0,395000.0,0.684303797,Single Family
100015,445200.0,700000.0,0.636,Single Family
20200828,154560.0,305000.0,0.5067,Single Family
200762,71400.0,210000.0,0.34,Two Family
90115,130500.0,190000.0,0.686842105,Single Family
130165,146600.0,191000.0,0.767539267,Single Family
171853,50090.0,82500.0,0.6071,Condo
170259,87230.0,43000.0,2.0286,Single Family
80251,491200.0,725000.0,0.677517241,Two Family
60181,849200.0,1880000.0,0.451702128,Single Family
190782,150200.0,100000.0,1.502,Two Family
191127,153720.0,172000.0,0.8937,Single Family
140202,237440.0,288000.0,0.824444444,Single Family
190236,194740.0,305000.0,0.6385,Single Family
160071,1152690.0,1750000.0,0.65868,Single Family
10033,407650.0,577500.0,0.705887446,Single Family
80131,61740.0,80000.0,0.77175,Condo
18000312,314470.0,400000.0,0.7861,Single Family
190160,66080.0,58000.0,1.1393,Single Family
15170,136200.0,234900.0,0.579821201,Condo
180091,177020.0,240000.0,0.737583333,Single Family
16155,233800.0,430000.0,0.54372093,Single Family
60330,642200.0,850000.0,0.755529412,Single Family
140172,1310500.0,1750000.0,0.748857143,Single Family
200668,143800.0,300000.0,0.4793,Single Family
11014,139090.0,135000.0,1.030296296,Single Family
90078,175590.0,330000.0,0.532090909,Single Family
160574,155100.0,218000.0,0.71146789,Single Family
15185,191600.0,303000.0,0.632343234,Single Family
180081,225300.0,315000.0,0.7152,Single Family
90133,963550.0,1550000.0,0.621645161,Single Family
17099,229740.0,85000.0,2.7028,Single Family
800003,134430.0,127500.0,1.054352941,Single Family
180652,140490.0,250000.0,0.5619,Three Family
170471,97790.0,135750.0,0.7203,Two Family
180230,173810.0,220000.0,0.79,Single Family
110043,182430.0,170000.0,1.073117647,Single Family
180471,87290.0,160000.0,0.5455,Single Family
120218,126060.0,150000.0,0.8404,Single Family
100868,110890.0,38500.0,2.88025974,Two Family
160226,163600.0,153000.0,1.069281046,Single Family
20000092,221950.0,405000.0,0.548,Single Family
180440,83200.0,150000.0,0.554666667,Single Family
1500448,100650.0,214000.0,0.470327103,Single Family
60103,222630.0,405000.0,0.549703704,Single Family
121722,123900.0,124900.0,0.991993595,Single Family
20260,445600.0,890000.0,0.5006,Single Family
70279,1077930.0,2147500.0,0.501946449,Single Family
60771,83580.0,275000.0,0.303927273,Condo
110143,1273160.0,2100000.0,0.606266667,Single Family
90055,109620.0,150000.0,0.7308,Condo
1700207,142560.0,229900.0,0.62,Single Family
131102,32690.0,21000.0,1.556666667,Single Family
140569,78200.0,137650.0,0.568107519,Two Family
900327,208430.0,293000.0,0.711365188,Condo
170019,510230.0,660000.0,0.773075758,Single Family
900066,472290.0,585687.0,0.806386346,Condo
60194,336350.0,625000.0,0.53816,Single Family
10077,169190.0,120000.0,1.409916667,Single Family
20000240,399210.0,610000.0,0.6544,Single Family
170107,119110.0,84700.0,1.406257379,Single Family
190407,107870.0,115000.0,0.938,Single Family
160119,693080.0,1357500.0,0.510556169,Single Family
70338,38532.0,300000.0,0.12844,Condo
2020195,111700.0,207000.0,0.5396,Single Family
180162,204610.0,297000.0,0.6889,Single Family
150151,100340.0,93700.0,1.070864461,Condo
180309,228750.0,402000.0,0.569,Single Family
180190,1119650.0,1650000.0,0.6785,Single Family
17789,66010.0,246000.0,0.2683,Three Family
61042,141890.0,299000.0,0.474548495,Condo
190112,182500.0,5000.0,36.5,Single Family
61285,129200.0,323000.0,0.4,Condo
60134,247860.0,400000.0,0.61965,Single Family
1900039,122980.0,179000.0,0.687,Single Family
161387,77020.0,95000.0,0.810736842,Three Family
200590,118510.0,170000.0,0.6971,Two Family
80106,144400.0,141500.0,1.0204947,Single Family
91305,181550.0,80000.0,2.269375,Two Family
150032,882400.0,1415000.0,0.62360424,Single Family
140105,537740.0,875000.0,0.61456,Single Family
12366,155440.0,243564.0,0.638189552,Single Family
160012,243790.0,290000.0,0.840655172,Single Family
141010,203000.0,130725.0,1.552878179,Two Family
133944,114030.0,155000.0,0.735677419,Single Family
90199,129290.0,62500.0,2.06864,Two Family
201049,313320.0,400000.0,0.7833,Condo
2000116,116770.0,203500.0,0.5738,Condo
160020,90240.0,140000.0,0.644571429,Condo
130226,69720.0,87700.0,0.794982896,Condo
100127,609980.0,862500.0,0.707223188,Single Family
180004,317600.0,465000.0,0.683,Single Family
161923,277420.0,409000.0,0.678288509,Condo
180876,114660.0,210000.0,0.546,Two Family
150042,204400.0,302500.0,0.675702479,Single Family
110425,145880.0,176000.0,0.828863636,Single Family
130388,150550.0,235000.0,0.640638298,Single Family
91306,141540.0,207000.0,0.683768116,Single Family
110071,112100.0,150000.0,0.747333333,Single Family
150022,116900.0,80000.0,1.46125,Two Family
70337,114500.0,217000.0,0.52764977,Single Family
180635,101300.0,115500.0,0.877,Condo
110212,34200.0,28000.0,1.221428571,Single Family
190352,504900.0,712500.0,0.7086,Single Family
60427,147620.0,267000.0,0.552883895,Single Family
1400300,278800.0,399000.0,0.698746867,Single Family
200126,286200.0,545000.0,0.5251,Single Family
180084,127900.0,186350.0,0.6863,Condo
130158,81750.0,104000.0,0.786057692,Single Family
120760,218750.0,325000.0,0.673076923,Single Family
180240,139440.0,190000.0,0.733894737,Single Family
190040,109530.0,189000.0,0.5795,Single Family
200239,135970.0,299900.0,0.453384461,Single Family
100261,107520.0,95060.0,1.13107511,Single Family
170996,65780.0,50000.0,1.3156,Two Family
80365,75460.0,100000.0,0.7546,Condo
120362,171950.0,200000.0,0.85975,Single Family
19390,55335.0,198000.0,0.2795,Single Family
60766,85200.0,164000.0,0.519512195,Condo
110821,47330.0,35000.0,1.352285714,Condo
150033,115100.0,171000.0,0.673099415,Single Family
90243,159950.0,240000.0,0.666458333,Single Family
150553,103000.0,154000.0,0.668831169,Condo
160277,83590.0,135000.0,0.619185185,Single Family
11050,332500.0,435000.0,0.764367816,Condo
12009,127210.0,51000.0,2.494313725,Single Family
70705,30987.0,137676.0,0.225071908,Single Family
18097,294910.0,260000.0,1.1342,Single Family
140448,441000.0,555000.0,0.794594595,Single Family
80319,214340.0,152000.0,1.410131579,Three Family
170675,48780.0,50000.0,0.9756,Single Family
20160715,309700.0,670000.0,0.4622,Single Family
130008,86520.0,62500.0,1.38432,Condo
60203,285630.0,549500.0,0.519799818,Single Family
100193,176900.0,125000.0,1.4152,Single Family
12014,156100.0,190000.0,0.821578947,Single Family
180164,113540.0,48333.0,2.3491,Single Family
80450,350900.0,500000.0,0.7018,Single Family
100517,26900.0,6500.0,4.138461538,Single Family
1801781,310720.0,390000.0,0.7967,Single Family
170441,46090.0,64000.0,0.72015625,Condo
140141,206100.0,337000.0,0.6115727,Condo
140292,117470.0,140000.0,0.839071429,Condo
110073,194180.0,189000.0,1.027407407,Single Family
161380,493890.0,757000.0,0.652430647,Single Family
80019,402000.0,805000.0,0.499378882,Single Family
15629,50763.0,70000.0,0.725185714,Two Family
20000151,261170.0,436000.0,0.599,Single Family
12227,225500.0,307000.0,0.734527687,Condo
160366,21000.0,36000.0,0.583333333,Condo
150034,146700.0,133000.0,1.103007519,Single Family
2000396,352390.0,535000.0,0.6586,Condo
200486,232300.0,430000.0,0.5402,Single Family
90035,122640.0,165000.0,0.743272727,Single Family
160903,305340.0,560000.0,0.54525,Single Family
160045,93520.0,109900.0,0.850955414,Condo
60268,62730.0,180000.0,0.3485,Single Family
18234,174720.0,256500.0,0.6811,Single Family
200583,246490.0,615000.0,0.4007,Single Family
80384,106900.0,175000.0,0.610857143,Single Family
11251,406900.0,495000.0,0.822020202,Single Family
180103,134470.0,219900.0,0.6115,Single Family
200004,207700.0,345000.0,0.602,Single Family
90668,41430.0,138000.0,0.300217391,Single Family
70761,104390.0,177000.0,0.589774011,Single Family
141016,449680.0,673500.0,0.667676318,Single Family
170126,250950.0,327000.0,0.767431193,Single Family
800049,171360.0,255000.0,0.672,Condo
200226,71470.0,126000.0,0.5672,Single Family
100185,111440.0,65150.0,1.710514198,Single Family
200178,182210.0,319475.0,0.5703,Single Family
70029,116200.0,170000.0,0.683529412,Single Family
190131,295130.0,327000.0,0.9025,Single Family
180346,186390.0,325000.0,0.5735,Single Family
120136,163740.0,217900.0,0.751445617,Single Family
201097,95940.0,160000.0,0.599625,Single Family
10671,159000.0,177000.0,0.898305085,Condo
900276,347060.0,325000.0,1.067876923,Single Family
130013,214060.0,350000.0,0.6116,Single Family
17341,893830.0,641500.0,1.3933,Single Family
70301,234200.0,200000.0,1.171,Single Family
140199,20000.0,202500.0,0.098765432,Condo
130272,74690.0,70000.0,1.067,Condo
180065,214780.0,400000.0,0.5369,Single Family
80480,962080.0,1240000.0,0.775870968,Single Family
150506,163940.0,225000.0,0.728622222,Single Family
140477,174700.0,256000.0,0.682421875,Condo
60166,83700.0,133000.0,0.629323308,Condo
190753,35070.0,25000.0,1.4028,Condo
200974,80210.0,138000.0,0.581231884,Single Family
130124,77180.0,105000.0,0.735047619,Single Family
140073,34480.0,38777.0,0.889186889,Condo
71038,421400.0,792500.0,0.531735016,Single Family
80367,385980.0,420000.0,0.919,Single Family
151705,196350.0,250000.0,0.7854,Single Family
10003,177000.0,216500.0,0.817551963,Condo
170035,125300.0,215500.0,0.5814,Single Family
170088,341180.0,390000.0,0.874820513,Single Family
16014,72650.0,125000.0,0.5812,Single Family
10103,363760.0,570000.0,0.638175439,Single Family
60353,705900.0,799000.0,0.883479349,Single Family
18192,91770.0,145601.0,0.6302,Three Family
181654,122770.0,300000.0,0.409233333,Two Family
20396,601510.0,975000.0,0.6169,Single Family
180407,88500.0,187000.0,0.473262032,Single Family
15055,165630.0,259900.0,0.637283571,Single Family
70051,167090.0,255000.0,0.655254902,Single Family
120194,158130.0,260000.0,0.608192308,Single Family
61635,207480.0,391000.0,0.530639386,Condo
200715,96000.0,190200.0,0.504731861,Single Family
200337,161800.0,2500.0,64.72,Single Family
110055,184850.0,215000.0,0.859767442,Single Family
161055,227300.0,400000.0,0.56825,Single Family
130091,89600.0,92500.0,0.968648649,Single Family
160147,89240.0,96500.0,0.924766839,Single Family
160408,799900.0,1299000.0,0.61578137,Single Family
190760,354870.0,413800.0,0.8576,Condo
60199,119000.0,205000.0,0.580487805,Condo
110254,191600.0,225000.0,0.851555556,Condo
180193,512200.0,2450000.0,0.209061224,Single Family
20565,136860.0,305000.0,0.4487,Single Family
71111,87220.0,120000.0,0.726833333,Two Family
14338,174002.0,575171.0,0.302522206,Condo
12283,128300.0,120000.0,1.069166667,Condo
200937,86200.0,170000.0,0.507,Single Family
180255,64410.0,150000.0,0.4294,Condo
1800569,51380.0,82500.0,0.6227,Condo
90104,378730.0,485000.0,0.780886598,Single Family
61335,17500.0,417720.0,0.041894092,Condo
14120,257010.0,276100.0,0.930858385,Single Family
18199,156770.0,226000.0,0.693672566,Single Family
150009,40700.0,76000.0,0.535526316,Condo
15300,145700.0,226500.0,0.643267108,Condo
140287,168070.0,280000.0,0.60025,Single Family
91236,136290.0,175000.0,0.7788,Single Family
140623,35000.0,334456.0,0.104647547,Condo
200144,68300.0,137000.0,0.4985,Condo
130029,185990.0,297000.0,0.626228956,Single Family
70776,119870.0,215000.0,0.557534884,Single Family
180210,136920.0,145000.0,0.9442,Three Family
15039,80580.0,147900.0,0.544827586,Single Family
70440,162470.0,235000.0,0.691361702,Single Family
16779,165370.0,220000.0,0.751681818,Single Family
80086,156310.0,195000.0,0.801589744,Condo
181507,79730.0,180000.0,0.4429,Three Family
175594,108640.0,160000.0,0.679,Single Family
70133,99050.0,65000.0,1.523846154,Condo
120041,723730.0,880000.0,0.822420455,Single Family
170029,177420.0,298000.0,0.5953,Single Family
180104,137800.0,177500.0,0.7763,Condo
130122,141800.0,299000.0,0.474247492,Single Family
159211,239940.0,355000.0,0.675887324,Single Family
191421,175620.0,225000.0,0.7805,Single Family
70293,112980.0,121183.0,0.932308987,Single Family
140178,147300.0,180000.0,0.818333333,Single Family
1500731,411970.0,720000.0,0.572180556,Single Family
190994,2093490.0,2520000.0,0.8308,Single Family
170587,209580.0,270000.0,0.776222222,Single Family
190093,156520.0,249500.0,0.6273,Two Family
130463,127420.0,130000.0,0.980153846,Single Family
200295,80990.0,145000.0,0.5585,Single Family
190841,921410.0,1310000.0,0.7034,Single Family
150592,314900.0,470000.0,0.67,Single Family
100050,321600.0,26000.0,12.36923077,Single Family
18194,92090.0,148500.0,0.62013468,Single Family
18036,266910.0,329000.0,0.8112,Single Family
130117,288900.0,420000.0,0.687857143,Condo
200347,650160.0,1240000.0,0.524322581,Condo
19081,262080.0,359900.0,0.7282,Single Family
90197,83860.0,95000.0,0.882736842,Condo
70767,55623.0,242000.0,0.229847107,Single Family
110472,172760.0,205000.0,0.842731707,Single Family
170475,92430.0,144215.0,0.6409,Single Family
100045,193380.0,242000.0,0.799090909,Single Family
19015,84980.0,155000.0,0.5483,Single Family
90399,163240.0,230000.0,0.70973913,Single Family
16082,222600.0,160000.0,1.39125,Single Family
181917,99690.0,137000.0,0.727664234,Single Family
170155,69080.0,44000.0,1.57,Single Family
150013,150150.0,255000.0,0.588823529,Single Family
110868,115010.0,165000.0,0.697030303,Condo
70112,266490.0,385000.0,0.692181818,Single Family
100031,149170.0,175000.0,0.8524,Two Family
160046,204900.0,343000.0,0.597376093,Single Family
120263,145610.0,40500.0,3.595308642,Two Family
170247,158600.0,250000.0,0.6344,Condo
150051,198800.0,316000.0,0.629113924,Single Family
80233,814900.0,845114.0,0.96424861,Single Family
160221,185700.0,317000.0,0.585804416,Single Family
1800029,182000.0,285000.0,0.6385,Single Family
160010,91800.0,133000.0,0.690225564,Single Family
80159,138060.0,127000.0,1.087086614,Two Family
90089,348800.0,390556.0,0.893085755,Single Family
190524,156450.0,235000.0,0.6657,Single Family
60077,155020.0,213380.0,0.726497329,Single Family
190496,173340.0,255000.0,0.6798,Single Family
170072,98150.0,71405.0,1.374553603,Single Family
80070,441910.0,635000.0,0.69592126,Single Family
170196,121560.0,172000.0,0.7067,Condo
190176,99540.0,140000.0,0.711,Single Family
170134,143500.0,154167.0,0.930808798,Single Family
100039,486700.0,427500.0,1.138479532,Single Family
190366,280220.0,420000.0,0.6672,Condo
150018,134610.0,200000.0,0.67305,Three Family
60006,119600.0,229000.0,0.522270742,Condo
100023,142870.0,195000.0,0.732666667,Single Family
17211,189700.0,330000.0,0.5748,Single Family
90148,140210.0,175000.0,0.8012,Single Family
130477,35000.0,544863.0,0.064236331,Condo
190142,250480.0,395000.0,0.6341,Single Family
2001908,397640.0,650000.0,0.6117,Single Family
110945,217460.0,205000.0,1.060780488,Single Family
80251,158220.0,138000.0,1.146521739,Single Family
181043,208620.0,350000.0,0.596057143,Single Family
80076,336800.0,430000.0,0.783255814,Single Family
80436,320900.0,450000.0,0.713111111,Single Family
160805,174720.0,230777.0,0.757094511,Single Family
190896,282310.0,553000.0,0.5105,Single Family
190812,150510.0,54000.0,2.7872,Single Family
90514,153000.0,29000.0,5.275862069,Three Family
190651,390320.0,580000.0,0.673,Single Family
90254,169120.0,251900.0,0.671377531,Condo
180107,233000.0,226000.0,1.030973451,Single Family
190145,1304900.0,1650000.0,0.7908,Single Family
130171,92100.0,153000.0,0.601960784,Single Family
191069,246610.0,440000.0,0.5605,Single Family
180795,62700.0,93000.0,0.6741,Condo
120189,250480.0,290000.0,0.863724138,Single Family
200099,531070.0,933075.0,0.5691,Single Family
150323,323350.0,440000.0,0.734886364,Single Family
90102,174050.0,268500.0,0.648230912,Single Family
160270,108000.0,176700.0,0.611205433,Two Family
800294,324080.0,360000.0,0.900222222,Single Family
130158,171800.0,205000.0,0.83804878,Condo
120617,300020.0,491000.0,0.611038697,Single Family
60584,146650.0,240000.0,0.611041667,Condo
60353,117390.0,190000.0,0.617842105,Condo
131202,206520.0,375000.0,0.55072,Condo
160808,146810.0,245000.0,0.59922449,Single Family
100009,79940.0,103774.0,0.770327828,Condo
200758,198600.0,420000.0,0.4728,Two Family
190368,84500.0,125000.0,0.676,Single Family
2000091,671730.0,1215000.0,0.5528,Single Family
130149,91200.0,100000.0,0.912,Condo
200057,157810.0,295000.0,0.5349,Single Family
160312,12130.0,30000.0,0.404333333,Single Family
70063,156940.0,265000.0,0.592226415,Single Family
90884,290920.0,375000.0,0.775786667,Single Family
70200,46718.0,218000.0,0.214302752,Two Family
14258,71500.0,93235.0,0.766879391,Single Family
120481,244020.0,386000.0,0.632176166,Single Family
130044,134050.0,155000.0,0.86483871,Single Family
110451,79250.0,25000.0,3.17,Single Family
20200205,542690.0,629000.0,0.8627,Single Family
900452,977900.0,1155000.0,0.846666667,Single Family
90036,384790.0,520000.0,0.739980769,Single Family
12078,1114680.0,1445000.0,0.771404844,Single Family
140355,174830.0,370000.0,0.472513514,Single Family
180555,121240.0,276500.0,0.4384,Two Family
200342,196530.0,365000.0,0.5384,Single Family
10268,214060.0,310000.0,0.690516129,Single Family
130204,191500.0,270000.0,0.709259259,Single Family
70098,147660.0,120000.0,1.2305,Single Family
130012,90790.0,74900.0,1.212149533,Single Family
20000084,186580.0,325000.0,0.574,Single Family
190892,827010.0,1070000.0,0.7729,Single Family
160012,127170.0,191000.0,0.665811518,Single Family
200344,109700.0,167000.0,0.6568,Single Family
60214,248010.0,369900.0,0.670478508,Condo
190944,97730.0,167000.0,0.5852,Condo
160177,277710.0,460000.0,0.603717391,Single Family
190076,231770.0,344900.0,0.672,Single Family
130186,149190.0,229569.0,0.649869974,Single Family
140244,914550.0,1340000.0,0.6825,Single Family
201214,99820.0,123500.0,0.8082,Condo
12398,255700.0,375000.0,0.681866667,Single Family
200084,201530.0,360000.0,0.5598,Single Family
201152,68810.0,149000.0,0.4618,Condo
121406,96880.0,80199.0,1.207995112,Single Family
170209,60300.0,100000.0,0.603,Condo
180226,156400.0,145000.0,1.0786,Single Family
120103,381230.0,555000.0,0.686900901,Single Family
150936,245800.0,435000.0,0.565057471,Single Family
140382,1017940.0,1783800.0,0.570658146,Single Family
70165,87010.0,140000.0,0.6215,Condo
80611,121430.0,94000.0,1.291808511,Single Family
60172,349440.0,576250.0,0.606403471,Condo
90616,154520.0,195000.0,0.792410256,Condo
10243,150100.0,95000.0,1.58,Single Family
190163,215390.0,360000.0,0.5983,Single Family
200547,250430.0,500000.0,0.5008,Single Family
2000408,191660.0,321000.0,0.597071651,Condo
60097,147420.0,280500.0,0.525561497,Condo
60627,115320.0,251000.0,0.459442231,Single Family
60152,164400.0,265000.0,0.620377358,Single Family
160382,199520.0,312500.0,0.638464,Single Family
90583,215390.0,325000.0,0.662738462,Single Family
190460,300250.0,412000.0,0.7288,Condo
60056,190260.0,325000.0,0.585415385,Single Family
90214,2168390.0,4000000.0,0.5420975,Single Family
110458,251370.0,330000.0,0.761727273,Single Family
120074,653810.0,873000.0,0.748923253,Single Family
140091,47330.0,36000.0,1.314722222,Condo
17063,241220.0,300000.0,0.804066667,Single Family
201090,134600.0,300000.0,0.4486,Two Family
170759,102300.0,120000.0,0.8525,Single Family
110002,69530.0,46750.0,1.487272727,Condo
130174,112680.0,150000.0,0.7512,Condo
200290,175220.0,359000.0,0.488,Single Family
1500007,410780.0,640000.0,0.64184375,Single Family
2000472,8440.0,427500.0,0.0197,Condo
190461,101640.0,210000.0,0.484,Two Family
150403,29470.0,41000.0,0.718780488,Condo
160958,652050.0,1087000.0,0.599862006,Single Family
200063,60900.0,86250.0,0.706,Condo
150752,125000.0,210000.0,0.595238095,Single Family
80003,278460.0,200000.0,1.3923,Condo
90120,126150.0,190000.0,0.663947368,Condo
140024,140900.0,170000.0,0.828823529,Single Family
140079,209790.0,345000.0,0.608086957,Single Family
800116,322430.0,350000.0,0.921228571,Single Family
120283,293800.0,440000.0,0.667727273,Single Family
19180,166950.0,260000.0,0.6421,Single Family
140216,191100.0,248500.0,0.769014085,Single Family
60812,19600.0,74000.0,0.264864865,Condo
130288,189140.0,297000.0,0.636835017,Single Family
130265,202400.0,310000.0,0.652903226,Single Family
110857,115300.0,64950.0,1.775211701,Single Family
2000295,226240.0,405000.0,0.5586,Condo
13140,171830.0,150795.0,1.139494015,Single Family
20004,115010.0,175001.0,0.6571,Condo
130954,163310.0,355000.0,0.460028169,Two Family
70726,129800.0,159500.0,0.813793103,Two Family
110688,133640.0,170000.0,0.786117647,Single Family
70350,1313200.0,1887500.0,0.695735099,Single Family
70152,120680.0,145512.0,0.829347408,Single Family
70977,94150.0,125000.0,0.7532,Condo
15243,225580.0,366000.0,0.616338798,Single Family
130553,362350.0,550000.0,0.658818182,Single Family
100064,615700.0,842800.0,0.730541054,Single Family
190080,151700.0,200000.0,0.7585,Single Family
200639,107220.0,263000.0,0.4076,Two Family
190292,85800.0,85800.0,1.0,Condo
11238,207970.0,240000.0,0.866541667,Single Family
70329,98210.0,180000.0,0.545611111,Single Family
160294,26390.0,405000.0,0.065160494,Condo
200059,245770.0,430000.0,0.5715,Single Family
15046,86360.0,58500.0,1.476239316,Single Family
12659,278940.0,421000.0,0.662565321,Single Family
180368,89900.0,116000.0,0.775,Single Family
60729,189000.0,345000.0,0.547826087,Condo
13285,210650.0,38531.0,5.46702655,Single Family
151033,312760.0,440000.0,0.710818182,Single Family
61182,69300.0,163000.0,0.425153374,Condo
170383,130400.0,177029.0,0.7366,Condo
60058,211940.0,388725.0,0.545218342,Single Family
120179,84980.0,460000.0,0.18473913,Single Family
150656,148330.0,175000.0,0.8476,Single Family
100416,164990.0,235000.0,0.702085106,Single Family
2000224,161070.0,145000.0,1.110827586,Single Family
150114,355300.0,575000.0,0.617913043,Single Family
170048,205730.0,330000.0,0.623424242,Single Family
160010,76930.0,124500.0,0.617911647,Condo
190276,159880.0,210000.0,0.7613,Single Family
100391,101010.0,143000.0,0.706363636,Single Family
130017,241700.0,386000.0,0.626165803,Single Family
12073,90890.0,85000.0,1.069294118,Single Family
170322,178780.0,290000.0,0.6164,Single Family
17223,161700.0,249900.0,0.647,Single Family
15093,321400.0,496250.0,0.647657431,Single Family
140875,242690.0,390000.0,0.622282051,Condo
140682,117880.0,95426.0,1.235302748,Condo
