Serial Number,Assessed Value,Sale Amount,Sales Ratio,Residential Type
12081,181510.0,160000.0,1.1344375,Single Family
2001148,366740.0,552500.0,0.6637,Condo
13145,189900.0,257000.0,0.738910506,Single Family
12102,647500.0,875000.0,0.74,Single Family
800099,130300.0,145000.0,0.89862069,Single Family
80742,221100.0,280000.0,0.789642857,Single Family
130118,94220.0,145000.0,0.649793103,Single Family
131043,69120.0,36000.0,1.92,Single Family
140952,134800.0,200000.0,0.674,Condo
180476,40670.0,49500.0,0.821616162,Condo
60174,287740.0,395000.0,0.728455696,Single Family
150020,195900.0,187500.0,1.0448,Single Family
90741,240700.0,315000.0,0.764126984,Single Family
140074,192350.0,285000.0,0.674912281,Single Family
120204,132580.0,190000.0,0.697789474,Single Family
18163,202200.0,305000.0,0.6629,Condo
1900544,71400.0,126000.0,0.5667,Condo
140186,208800.0,286000.0,0.73006993,Condo
90157,386900.0,527000.0,0.734155598,Single Family
800470,159670.0,171900.0,0.928853985,Single Family
120162,153790.0,195000.0,0.788666667,Condo
160247,67200.0,85000.0,0.790588235,Single Family
150589,124470.0,230000.0,0.541173913,Condo
200655,238500.0,415000.0,0.5746,Single Family
160026,170600.0,305000.0,0.559344262,Two Family
90034,336560.0,485000.0,0.693938144,Single Family
130762,65660.0,95500.0,0.687539267,Single Family
17105,145740.0,180000.0,0.809666667,Single Family
15040,109800.0,156000.0,0.703846154,Single Family
181328,138740.0,52500.0,2.642666667,Three Family
60243,88480.0,184900.0,0.478528935,Single Family
10259,895650.0,1225000.0,0.731142857,Single Family
170922,36800.0,43000.0,0.8558,Condo
60670,179760.0,324899.0,0.553279635,Single Family
180401,183000.0,276900.0,0.6608,Single Family
140774,21980.0,27000.0,0.814074074,Single Family
90523,130200.0,168000.0,0.775,Condo
80020,83020.0,110000.0,0.754727273,Condo
131350,258400.0,452000.0,0.571681416,Single Family
80545,213010.0,356500.0,0.597503506,Condo
80087,128600.0,145000.0,0.886896552,Condo
900334,149100.0,240000.0,0.62125,Condo
18311,122920.0,110000.0,1.1174,Single Family
60405,424500.0,445000.0,0.953932584,Single Family
11012,226450.0,357500.0,0.633426573,Single Family
100459,227100.0,265000.0,0.856981132,Condo
191314,383810.0,723803.0,0.5303,Single Family
180104,187100.0,301001.0,0.6215,Single Family
20061,144620.0,192000.0,0.753229167,Single Family
17182,246400.0,372500.0,0.6614,Single Family
16009,136200.0,74600.0,1.825737265,Single Family
170006,161750.0,273000.0,0.5924,Single Family
190998,109340.0,240500.0,0.4546,Single Family
170699,133730.0,140000.0,0.9552,Single Family
180172,132860.0,214500.0,0.6193,Single Family
60767,2505440.0,3700000.0,0.677145946,Single Family
180235,158550.0,205000.0,0.7734,Single Family
60031,102030.0,8000.0,12.75375,Single Family
18001,202080.0,309000.0,0.6539,Single Family
120489,316500.0,450000.0,0.703333333,Single Family
140586,136150.0,189000.0,0.72037037,Single Family
140062,175490.0,259900.0,0.675221239,Single Family
90223,134260.0,124000.0,1.082741935,Single Family
160041,207500.0,305000.0,0.680327869,Single Family
70547,246680.0,275000.0,0.897018182,Condo
60845,58310.0,165000.0,0.353393939,Condo
70048,65500.0,143900.0,0.455177206,Single Family
20068,195680.0,334000.0,0.5858,Single Family
140213,342350.0,525000.0,0.652095238,Single Family
180341,124180.0,150000.0,0.8278,Single Family
16215,249060.0,340000.0,0.732529412,Single Family
90208,121170.0,120000.0,1.00975,Two Family
17027,138200.0,160000.0,0.86375,Single Family
190278,123380.0,107000.0,1.1531,Single Family
160231,210620.0,97500.0,2.160205128,Single Family
110218,128310.0,99000.0,1.296060606,Two Family
90034,264000.0,329900.0,0.800242498,Single Family
120154,2297000.0,3500000.0,0.656285714,Single Family
1501854,213920.0,380000.0,0.562947368,Condo
1900157,274500.0,405000.0,0.6778,Condo
200027,170940.0,262000.0,0.6524,Condo
140294,88040.0,151500.0,0.581122112,Single Family
130654,40420.0,15000.0,2.694666667,Three Family
1800020,422520.0,430000.0,0.982604651,Single Family
180197,178860.0,252580.0,0.7081,Single Family
150462,62160.0,72000.0,0.863333333,Two Family
180054,161600.0,175000.0,0.923428571,Single Family
100075,179550.0,305000.0,0.588688525,Single Family
201838,55880.0,55000.0,1.016,Single Family
130240,116760.0,125800.0,0.928139905,Single Family
180336,105840.0,190400.0,0.5558,Single Family
60475,22687.0,87000.0,0.260770115,Condo
150461,143590.0,245000.0,0.586081633,Single Family
130296,59680.0,89280.0,0.668458781,Single Family
180660,131460.0,217000.0,0.6058,Single Family
150777,84560.0,105000.0,0.805333333,Single Family
15580,108800.0,123500.0,0.88097166,Condo
200052,237640.0,369900.0,0.6424,Single Family
120754,107870.0,176500.0,0.611161473,Single Family
2000460,154460.0,290000.0,0.5326,Single Family
190002,324630.0,55000.0,5.9024,Single Family
160363,300900.0,285000.0,1.055789474,Single Family
70036,0.0,207850.0,0.0,Condo
120344,105480.0,123500.0,0.854089069,Single Family
150449,123260.0,125000.0,0.98608,Single Family
200003,1201300.0,1935000.0,0.6208,Single Family
190625,900900.0,1425000.0,0.6322,Single Family
190068,439600.0,725000.0,0.6063,Single Family
170035,104230.0,102000.0,1.021862745,Condo
180262,265440.0,435000.0,0.6102,Single Family
160867,850500.0,1325000.0,0.641886792,Single Family
190661,189100.0,295000.0,0.641,Condo
171698,384020.0,394941.34,0.9723,Condo
70333,232330.0,347500.0,0.66857554,Single Family
150354,143000.0,47000.0,3.042553191,Single Family
15337,210420.0,184500.0,1.140487805,Single Family
160402,136500.0,197000.0,0.692893401,Single Family
100242,371770.0,465000.0,0.799505376,Single Family
70217,474160.0,875000.0,0.541897143,Single Family
13255,226440.0,320000.0,0.707625,Single Family
160018,77000.0,112000.0,0.6875,Condo
200093,339500.0,610000.0,0.5565,Single Family
60426,248080.0,376000.0,0.659787234,Single Family
190156,713430.0,850000.0,0.8393,Single Family
11134,113750.0,120199.0,0.946347307,Single Family
100224,128170.0,158000.0,0.811202532,Single Family
60222,181000.0,261120.0,0.693167892,Condo
190651,353200.0,587000.0,0.6017,Single Family
180552,201400.0,280000.0,0.7192,Single Family
160240,160900.0,260000.0,0.618846154,Single Family
110283,233200.0,295000.0,0.790508475,Single Family
20255,99750.0,275000.0,0.3627,Three Family
19095,361410.0,427900.0,0.8446,Single Family
110240,1424700.0,2100000.0,0.678428571,Single Family
70089,104300.0,164000.0,0.63597561,Condo
151073,175130.0,317500.0,0.551590551,Three Family
130031,253500.0,308000.0,0.823051948,Single Family
121136,210910.0,261000.0,0.808084291,Condo
70802,229700.0,305000.0,0.753114754,Single Family
100093,70000.0,44000.0,1.590909091,Single Family
16208,87890.0,145900.0,0.602398903,Single Family
120211,189630.0,350000.0,0.5418,Single Family
150090,243920.0,337000.0,0.72379822,Single Family
160333,101870.0,170000.0,0.599235294,Condo
60036,147400.0,330000.0,0.446666667,Single Family
800347,162750.0,164900.0,0.986961795,Single Family
170241,85750.0,150000.0,0.5716,Single Family
180148,63880.0,587400.0,0.1087,Single Family
20200080,103020.0,215000.0,0.4791,Single Family
100025,168600.0,208000.0,0.810576923,Single Family
100108,134500.0,192500.0,0.698701299,Condo
70414,135380.0,246000.0,0.550325203,Single Family
10054,259070.0,353500.0,0.732871287,Single Family
170207,208880.0,227000.0,0.9201,Single Family
800175,278780.0,415000.0,0.671759036,Single Family
2002467,214280.0,375000.0,0.5714,Condo
90136,198820.0,270000.0,0.73637037,Single Family
14173,279800.0,422500.0,0.662248521,Single Family
70224,429170.0,882000.0,0.486587302,Single Family
80085,175740.0,253000.0,0.694624506,Single Family
190996,77630.0,112500.0,0.69,Condo
150185,83800.0,152000.0,0.551315789,Single Family
110487,109390.0,150000.0,0.729266667,Condo
70204,159180.0,235000.0,0.677361702,Condo
9582,116700.0,157000.0,0.743312102,Single Family
170116,190850.0,240000.0,0.7952,Single Family
200839,207200.0,380000.0,0.5452,Single Family
90282,134100.0,90000.0,1.49,Single Family
120053,257400.0,305000.0,0.843934426,Single Family
90003,273140.0,285000.0,0.958385965,Single Family
160651,156060.0,157000.0,0.994012739,Three Family
100027,25700.0,49900.0,0.51503006,Single Family
190169,142920.0,207000.0,0.6904,Single Family
140794,70560.0,120000.0,0.588,Single Family
19064,163300.0,70000.0,2.3329,Single Family
190702,199400.0,365000.0,0.5463,Single Family
19317,324240.0,470000.0,0.6899,Condo
60343,294700.0,437000.0,0.674370709,Single Family
161146,138550.0,187000.0,0.740909091,Three Family
90192,186270.0,102000.0,1.826176471,Single Family
200056,46070.0,235000.0,0.196042553,Single Family
200125,113610.0,160000.0,0.71,Single Family
2002240,221660.0,495000.0,0.4477,Single Family
200155,91920.0,205000.0,0.448390244,Single Family
60518,143780.0,290000.0,0.495793103,Condo
200916,198200.0,340000.0,0.5829,Condo
160441,255930.0,335000.0,0.763970149,Single Family
90219,112420.0,73000.0,1.54,Single Family
80098,39770.0,180000.0,0.220944444,Three Family
151287,210630.0,300000.0,0.7021,Single Family
900405,164490.0,210000.0,0.783285714,Single Family
60590,139991.0,290000.0,0.482727586,Condo
190209,412530.0,536000.0,0.7696,Single Family
60363,60900.0,124900.0,0.487590072,Condo
13220,171100.0,210000.0,0.814761905,Single Family
60989,21140.0,109000.0,0.193944954,Condo
11280,969920.0,1287500.0,0.753335922,Single Family
140680,185850.0,198000.0,0.938636364,Single Family
190353,428820.0,630000.0,0.6807,Single Family
161192,200520.0,297500.0,0.674016807,Condo
100116,83700.0,80000.0,1.04625,Single Family
120218,168800.0,240000.0,0.703333333,Single Family
15149,87320.0,55000.0,1.587636364,Single Family
80030,287130.0,365000.0,0.786657534,Single Family
110629,260890.0,348900.0,0.747750072,Single Family
170271,187860.0,305900.0,0.6141,Single Family
80217,359500.0,512000.0,0.702148438,Condo
170048,116800.0,185000.0,0.6313,Single Family
160704,125580.0,220000.0,0.570818182,Three Family
14276,115300.0,160000.0,0.720625,Single Family
180887,258600.0,442000.0,0.585,Single Family
16047,239040.0,345000.0,0.692869565,Single Family
100207,137970.0,175000.0,0.7884,Single Family
1500897,611960.0,700000.0,0.874228571,Single Family
140646,124600.0,152250.0,0.818390805,Condo
180009,139700.0,277500.0,0.5034,Single Family
190034,195000.0,349900.0,0.5573,Single Family
90796,161100.0,275000.0,0.585818182,Single Family
13578,93240.0,157500.0,0.592,Condo
70880,193000.0,198000.0,0.974747475,Single Family
100061,833420.0,2375000.0,0.350913684,Single Family
13190,116830.0,138300.0,0.844757773,Condo
70833,200540.0,330000.0,0.60769697,Single Family
120027,187290.0,282400.0,0.663208215,Single Family
150125,141300.0,229000.0,0.617030568,Single Family
200627,93520.0,230000.0,0.406608696,Single Family
190143,134540.0,216750.0,0.6207,Single Family
180088,378300.0,575000.0,0.6579,Condo
120240,2591400.0,3850000.0,0.673090909,Single Family
120184,91900.0,128000.0,0.71796875,Condo
140353,134120.0,179900.0,0.745525292,Condo
11551,325150.0,417000.0,0.779736211,Single Family
13541,172600.0,291000.0,0.593127148,Single Family
130023,217840.0,265000.0,0.822037736,Single Family
140178,137660.0,180000.0,0.764777778,Single Family
200354,175040.0,390500.0,0.4482,Single Family
200580,60700.0,125000.0,0.4856,Condo
120899,147350.0,207500.0,0.710120482,Single Family
130431,114170.0,212000.0,0.538537736,Single Family
170018,77300.0,158000.0,0.4892,Two Family
2020004,240200.0,442000.0,0.5434,Single Family
13115,214900.0,352000.0,0.610511364,Single Family
190227,112070.0,178000.0,0.6296,Condo
130204,103670.0,156810.0,0.661118551,Single Family
16183,90670.0,95000.0,0.954421053,Single Family
13632,209420.0,453000.0,0.462295806,Single Family
2000038,177020.0,280000.0,0.6322,Single Family
100159,185500.0,255000.0,0.72745098,Single Family
20691,102550.0,215000.0,0.4769,Single Family
130615,119560.0,140000.0,0.854,Condo
120140,183970.0,280000.0,0.657035714,Single Family
90004,529760.0,725000.0,0.730703448,Single Family
140190,202010.0,305000.0,0.662327869,Single Family
17016,504350.0,785000.0,0.6424,Single Family
12371,9889.0,265000.0,0.037316981,Two Family
70104,180600.0,287000.0,0.629268293,Condo
12049,245340.0,400000.0,0.61335,Single Family
140001,112700.0,180000.0,0.626111111,Single Family
180099,133200.0,197000.0,0.6761,Condo
1910455,96160.0,182400.0,0.5272,Single Family
90618,146370.0,192000.0,0.76234375,Single Family
130838,446110.0,670000.0,0.665835821,Single Family
70070,164220.0,290000.0,0.566275862,Single Family
10020,251500.0,351000.0,0.716524217,Single Family
141617,207930.0,362000.0,0.574392265,Single Family
200051,110000.0,210000.0,0.5238,Condo
160344,91420.0,76499.0,1.195048301,Three Family
17015,130070.0,157000.0,0.828471338,Single Family
150044,104580.0,190000.0,0.550421053,Single Family
18081,158540.0,180000.0,0.8807,Single Family
180200,116730.0,173000.0,0.6747,Single Family
170059,82100.0,131000.0,0.6267,Condo
800070,843000.0,925000.0,0.911351351,Four Family
170616,121700.0,131000.0,0.929,Single Family
900162,1483540.0,3225000.0,0.460012403,Single Family
60480,69670.0,155000.0,0.449483871,Condo
130038,92050.0,155000.0,0.593870968,Single Family
200031,131250.0,160000.0,0.8203,Condo
10580,142000.0,196000.0,0.724489796,Single Family
160258,932570.0,1640000.0,0.568640244,Single Family
170973,100940.0,170500.0,0.592,Single Family
150939,165800.0,240000.0,0.690833333,Single Family
80051,60200.0,76000.0,0.792105263,Condo
60531,105910.0,275000.0,0.385127273,Single Family
133517,127540.0,183500.0,0.695040872,Single Family
171242,278240.0,354900.0,0.7839,Single Family
130224,97680.0,150500.0,0.649036545,Single Family
200149,271000.0,539500.0,0.5023,Single Family
180355,465220.0,572000.0,0.8133,Three Family
140213,94390.0,42750.0,2.207953216,Single Family
190409,88690.0,85000.0,1.0434,Single Family
60621,168980.0,240000.0,0.704083333,Single Family
70101,39000.0,641047.0,0.060837973,Single Family
90675,138670.0,155000.0,0.894645161,Single Family
190001,771130.0,1450000.0,0.5318,Single Family
170213,320100.0,400000.0,0.80025,Single Family
60076,170660.0,117000.0,1.458632479,Single Family
111099,625070.0,750000.0,0.833426667,Single Family
90049,231000.0,330000.0,0.7,Condo
120444,326830.0,355000.0,0.920647887,Single Family
173120,157010.0,273000.0,0.5751,Single Family
180181,106800.0,219330.0,0.486937491,Condo
908166,132300.0,68310.0,1.936758893,Single Family
190037,101000.0,178500.0,0.5658,Single Family
170066,134680.0,166000.0,0.8113,Single Family
151357,83470.0,110299.0,0.756761167,Condo
18070,120230.0,142000.0,0.8466,Single Family
90455,143000.0,190000.0,0.752631579,Single Family
140722,65230.0,10000.0,6.523,Single Family
150192,246120.0,383000.0,0.642610966,Single Family
160164,89400.0,189900.0,0.470774092,Single Family
170180,223800.0,330000.0,0.6781,Single Family
12638,27670.0,42000.0,0.658809524,Condo
190088,205200.0,420000.0,0.4886,Single Family
130200,145810.0,150000.0,0.972066667,Condo
120996,322000.0,345000.0,0.933333333,Single Family
140338,161600.0,202000.0,0.8,Single Family
171903,38350.0,51000.0,0.7519,Condo
181197,72390.0,157000.0,0.461,Two Family
1800031,185150.0,160000.0,1.1571875,Single Family
150107,224800.0,315000.0,0.713650794,Single Family
201708,137880.0,300000.0,0.4596,Single Family
20200935,247380.0,480000.0,0.5153,Single Family
90271,414120.0,333000.0,1.243603604,Single Family
120292,137760.0,100000.0,1.3776,Single Family
180707,79900.0,140000.0,0.5707,Condo
1300275,184670.0,264500.0,0.698185255,Single Family
160118,95900.0,85000.0,1.128235294,Single Family
13252,220640.0,407500.0,0.541447853,Single Family
90197,101840.0,148500.0,0.685791246,Single Family
14388,374730.0,575000.0,0.651704348,Single Family
200491,142250.0,286288.0,0.49687727,Single Family
20200882,14700.0,18000.0,0.816666667,Condo
160138,263470.0,405000.0,0.65054321,Single Family
110096,334000.0,285000.0,1.171929825,Single Family
120154,761600.0,1030000.0,0.739417476,Single Family
190467,126500.0,192000.0,0.6589,Single Family
19004,135500.0,150000.0,0.9033,Single Family
100340,164360.0,170000.0,0.966823529,Three Family
90114,463700.0,525000.0,0.883238095,Single Family
80235,144130.0,71100.0,2.027144866,Three Family
160034,242500.0,190000.0,1.276315789,Two Family
110017,220800.0,330000.0,0.669090909,Single Family
150209,644210.0,950625.0,0.677669954,Condo
18227,20930.0,47000.0,0.4453,Condo
1910458,452750.0,464000.0,0.9758,Single Family
9024,95980.0,179500.0,0.534707521,Single Family
2000422,159890.0,285000.0,0.561,Single Family
60258,30800.0,350000.0,0.088,Condo
131166,248640.0,414900.0,0.599276934,Single Family
140276,53240.0,45000.0,1.183111111,Condo
111115,113190.0,137000.0,0.82620438,Single Family
60321,162610.0,350000.0,0.4646,Two Family
170111,296450.0,400000.0,0.741125,Single Family
160042,272650.0,180000.0,1.514722222,Single Family
190305,277770.0,342040.0,0.812098,Condo
140346,103530.0,101900.0,1.015996075,Two Family
130519,125860.0,189000.0,0.665925926,Single Family
140085,1512420.0,1700000.0,0.889658824,Single Family
1801612,474040.0,835000.0,0.5677,Single Family
60032,187390.0,305000.0,0.614393443,Single Family
800094,121520.0,150600.0,0.80690571,Two Family
160996,736820.0,1500000.0,0.491213333,Condo
110043,386950.0,430000.0,0.899883721,Single Family
100088,118470.0,75000.0,1.5796,Single Family
201095,46900.0,130000.0,0.3607,Single Family
110491,195860.0,198500.0,0.986700252,Condo
100424,170790.0,116400.0,1.467268041,Condo
160129,92190.0,147500.0,0.625016949,Single Family
200639,79800.0,115000.0,0.6939,Two Family
70097,199110.0,267000.0,0.745730337,Single Family
895,143640.0,122900.0,1.168755085,Three Family
20496,229640.0,450000.0,0.5103,Single Family
60203,122920.0,207500.0,0.592385542,Single Family
180218,147490.0,188500.0,0.7824,Condo
110669,124040.0,185066.0,0.670247371,Condo
120001,139080.0,204000.0,0.681764706,Single Family
17354,109950.0,126250.0,0.8708,Single Family
19000152,224450.0,205000.0,1.0949,Single Family
140828,195000.0,230000.0,0.847826087,Condo
14141,145740.0,240000.0,0.60725,Single Family
19563,710150.0,1125000.0,0.6312,Single Family
130098,15750.0,392265.0,0.040151428,Condo
170200,112500.0,173000.0,0.6502,Condo
14141,336400.0,530000.0,0.634716981,Condo
10509,262000.0,435000.0,0.602298851,Single Family
70231,145740.0,206000.0,0.707475728,Single Family
90465,162000.0,205000.0,0.790243902,Two Family
201070,163990.0,304950.0,0.5377,Condo
60183,604800.0,1400000.0,0.432,Single Family
90681,140810.0,250000.0,0.56324,Single Family
151086,480900.0,810259.0,0.593513926,Condo
120002,230700.0,196665.0,1.173060789,Single Family
170395,204300.0,330000.0,0.619,Single Family
120146,164850.0,84000.0,1.9625,Three Family
200265,184740.0,335000.0,0.5514,Single Family
170349,238690.0,388000.0,0.6151,Single Family
90205,262880.0,325000.0,0.808861538,Single Family
60106,0.0,5000.0,0.0,Single Family
900186,402330.0,1500000.0,0.26822,Single Family
90327,138040.0,170000.0,0.812,Single Family
1501156,417390.0,299500.0,1.393622705,Single Family
110095,177450.0,240500.0,0.737837838,Condo
180100,275450.0,372000.0,0.740456989,Single Family
170038,124180.0,186000.0,0.667634409,Single Family
80470,228700.0,350000.0,0.653428571,Single Family
140253,88340.0,145000.0,0.609241379,Single Family
61458,171850.0,390000.0,0.440641026,Condo
11075,125700.0,69000.0,1.82173913,Single Family
60163,836100.0,1310000.0,0.638244275,Single Family
120017,591100.0,794625.0,0.743872896,Single Family
140204,199200.0,299900.0,0.664221407,Single Family
110168,98560.0,150000.0,0.657066667,Single Family
180421,87460.0,62900.0,1.3904,Single Family
120013,170930.0,263000.0,0.649923954,Single Family
60656,26000.0,46000.0,0.565217391,Single Family
60416,213100.0,435000.0,0.489885057,Single Family
90447,379800.0,320000.0,1.186875,Three Family
17588,14315.0,71400.0,0.2004,Condo
60008,97800.0,224000.0,0.436607143,Two Family
160126,223040.0,290000.0,0.769103448,Single Family
160039,142280.0,44500.0,3.197303371,Single Family
80240,171800.0,177000.0,0.970621469,Two Family
200370,295400.0,515000.0,0.573592233,Single Family
190151,242800.0,327500.0,0.7414,Single Family
80424,268800.0,375000.0,0.7168,Single Family
90664,291030.0,295000.0,0.986542373,Single Family
19000328,831220.0,1320000.0,0.6297,Single Family
13067,268730.0,445900.0,0.60266876,Single Family
1800307,271460.0,300000.0,0.9048,Single Family
20357,88900.0,50000.0,1.778,Single Family
140425,59100.0,74900.0,0.789052069,Condo
140156,39670.0,45000.0,0.881555556,Four Family
140583,106890.0,159000.0,0.672264151,Condo
170148,279800.0,278500.0,1.004667864,Single Family
190246,165870.0,230000.0,0.7212,Condo
150128,111720.0,140000.0,0.798,Single Family
140360,370250.0,593000.0,0.624367622,Single Family
150823,173700.0,267000.0,0.650561798,Single Family
9513,82330.0,70000.0,1.176142857,Condo
180024,71750.0,110000.0,0.6522,Condo
100188,103320.0,137000.0,0.754160584,Single Family
190143,610300.0,1325000.0,0.4606,Single Family
171669,137160.0,90000.0,1.524,Single Family
201491,174900.0,355000.0,0.4926,Condo
160365,91740.0,110000.0,0.834,Single Family
170233,199080.0,335000.0,0.5942,Condo
100128,320670.0,476382.0,0.673136265,Condo
70101,38662.0,50500.0,0.765584158,Two Family
200814,143300.0,310000.0,0.4622,Three Family
60760,86200.0,183000.0,0.471038251,Condo
130184,89320.0,115000.0,0.776695652,Single Family
900390,166390.0,240000.0,0.693291667,Single Family
900731,232820.0,340000.0,0.684764706,Single Family
150429,197900.0,280000.0,0.706785714,Single Family
70490,156590.0,210000.0,0.745666667,Single Family
200371,219600.0,420000.0,0.5228,Single Family
16275,398420.0,625000.0,0.637472,Single Family
180546,127260.0,175000.0,0.7272,Single Family
160044,128900.0,107000.0,1.204672897,Single Family
16052,727230.0,1087500.0,0.668717241,Single Family
170585,80010.0,120750.0,0.6626,Single Family
110037,118730.0,167000.0,0.710958084,Single Family
130225,1525370.0,2930000.0,0.520604096,Single Family
120496,438000.0,632475.0,0.692517491,Single Family
140116,175530.0,295000.0,0.595016949,Condo
140879,229270.0,380000.0,0.603342105,Condo
180035,88360.0,115000.0,0.7683,Single Family
141109,90760.0,156000.0,0.581794872,Condo
900116,133670.0,165000.0,0.810121212,Single Family
60018,144390.0,310000.0,0.465774194,Single Family
141211,63560.0,101500.0,0.626206897,Single Family
190812,344120.0,505000.0,0.6814,Single Family
150220,194880.0,305000.0,0.63895082,Condo
200406,177030.0,249000.0,0.7109,Single Family
170196,219400.0,312500.0,0.702,Single Family
90122,162790.0,48000.0,3.391458333,Four Family
91036,301000.0,280000.0,1.075,Four Family
19675,81000.0,183000.0,0.4426,Single Family
2001871,216100.0,407500.0,0.5303,Condo
10373,113980.0,115000.0,0.991130435,Single Family
130074,133060.0,207000.0,0.642801932,Single Family
180219,223500.0,265000.0,0.8433,Single Family
200821,81550.0,150000.0,0.5436,Single Family
110034,109350.0,90600.0,1.206953642,Condo
20433,324940.0,650000.0,0.4999,Single Family
140165,229900.0,327000.0,0.703058104,Single Family
120149,159450.0,100000.0,1.5945,Single Family
90190,129200.0,173100.0,0.74638937,Single Family
11274,471300.0,352807.0,1.335857849,Single Family
170019,152740.0,195000.0,0.783282051,Condo
140289,150540.0,250000.0,0.60216,Single Family
17125,1236410.0,1760000.0,0.7025,Single Family
90136,193600.0,279900.0,0.691675598,Single Family
160021,83510.0,55000.0,1.518363636,Two Family
170205,294120.0,405000.0,0.726222222,Single Family
130715,143500.0,155750.0,0.921348315,Single Family
80224,218050.0,259455.0,0.840415486,Single Family
110220,187960.0,173000.0,1.086473988,Single Family
17180,116100.0,213900.0,0.5427,Single Family
160464,105560.0,101000.0,1.045148515,Single Family
160031,212400.0,300000.0,0.708,Condo
100305,179580.0,218000.0,0.823761468,Single Family
190039,584290.0,675000.0,0.8656,Single Family
1800693,74790.0,60000.0,1.2465,Single Family
110031,294020.0,225000.0,1.306755556,Single Family
19013,110250.0,205000.0,0.5378,Single Family
20200021,95410.0,140000.0,0.6815,Single Family
13905,193620.0,329900.0,0.586905123,Single Family
150350,150130.0,175000.0,0.857885714,Single Family
60439,97720.0,85000.0,1.149647059,Single Family
180124,133800.0,215000.0,0.6223,Single Family
190085,288360.0,315000.0,0.9154,Single Family
60022,248040.0,471000.0,0.526624204,Single Family
1910484,50780.0,68000.0,0.7468,Condo
1800713,244730.0,403500.0,0.6065,Condo
201034,256030.0,427000.0,0.5996,Single Family
80244,169400.0,185000.0,0.915675676,Single Family
121427,141470.0,70000.0,2.021,Single Family
61972,53970.0,110000.0,0.490636364,Single Family
61065,112230.0,279900.0,0.40096463,Single Family
130257,141750.0,130000.0,1.090384615,Condo
60636,171220.0,208500.0,0.821199041,Single Family
172932,210630.0,325000.0,0.648,Single Family
80407,276710.0,415000.0,0.666771084,Single Family
161315,42280.0,17500.0,2.416,Single Family
70023,256620.0,350000.0,0.7332,Two Family
200407,149160.0,290000.0,0.5143,Single Family
800575,119910.0,75000.0,1.5988,Single Family
190302,192700.0,295000.0,0.6532,Single Family
140565,94640.0,102000.0,0.927843137,Condo
190619,110600.0,190000.0,0.5821,Two Family
140226,497980.0,512500.0,0.971668293,Single Family
8448,158360.0,125000.0,1.26688,Three Family
180962,151760.0,265000.0,0.5726,Single Family
200090,103500.0,190000.0,0.5447,Single Family
180091,94800.0,110000.0,0.8618,Condo
200577,70800.0,63000.0,1.1238,Single Family
91098,109260.0,39000.0,2.801538462,Single Family
17238,152150.0,175000.0,0.869428571,Single Family
100579,108430.0,118000.0,0.918898305,Single Family
60277,88420.0,199900.0,0.442321161,Single Family
162365,165340.0,265000.0,0.623924528,Single Family
190270,101990.0,170000.0,0.5999,Single Family
150623,211330.0,362500.0,0.58297931,Single Family
90969,106770.0,135000.0,0.790888889,Single Family
130289,2353260.0,6250000.0,0.3765216,Single Family
120031,357000.0,380000.0,0.939473684,Single Family
150742,74300.0,61001.0,1.218012819,Single Family
70180,175490.0,226000.0,0.776504425,Single Family
1500063,523420.0,735000.0,0.712136054,Single Family
180597,135120.0,280000.0,0.4825,Two Family
19008,154580.0,276000.0,0.5601,Two Family
160110,183200.0,138000.0,1.327536232,Single Family
190437,217000.0,436000.0,0.4977,Single Family
150752,103390.0,142000.0,0.728098592,Single Family
200110,313720.0,465000.0,0.6746,Single Family
180358,647220.0,739339.0,0.8754,Single Family
90888,77000.0,85000.0,0.905882353,Condo
180307,210000.0,275000.0,0.7636,Single Family
90639,116760.0,134000.0,0.871343284,Condo
170226,113400.0,193000.0,0.5875,Single Family
90054,369180.0,565000.0,0.653415929,Single Family
160242,214040.0,295000.0,0.725559322,Single Family
140104,260200.0,374775.0,0.694283237,Single Family
180131,131800.0,258000.0,0.5108,Single Family
1910387,144640.0,230000.0,0.6289,Single Family
90040,134190.0,169900.0,0.78981754,Single Family
90128,741560.0,795000.0,0.932779874,Single Family
150489,104170.0,135000.0,0.77162963,Condo
10431,237300.0,317000.0,0.748580442,Single Family
190161,187500.0,350000.0,0.5357,Condo
130669,125860.0,190000.0,0.662421053,Single Family
100093,154340.0,200000.0,0.7717,Single Family
90364,209930.0,220000.0,0.954227273,Single Family
110346,79450.0,106000.0,0.749528302,Single Family
60006,166600.0,288750.0,0.576969697,Single Family
70166,162610.0,250000.0,0.65044,Single Family
70116,209930.0,292500.0,0.717709402,Single Family
160135,123400.0,215700.0,0.572090867,Single Family
180162,78870.0,65000.0,1.213384615,Two Family
20680,272550.0,389000.0,0.7006,Single Family
17013,373800.0,715000.0,0.522797203,Single Family
121510,150850.0,180343.0,0.836461631,Condo
140487,207900.0,285000.0,0.729473684,Single Family
80476,156210.0,214000.0,0.729953271,Single Family
80161,195750.0,260000.0,0.752884615,Single Family
122064,146370.0,200000.0,0.73185,Single Family
18107,57715.0,153000.0,0.3772,Three Family
13096,30660.0,50000.0,0.6132,Condo
140154,250400.0,330000.0,0.758787879,Single Family
70004,0.0,259900.0,0.0,Condo
202636,287950.0,520000.0,0.5537,Single Family
110688,216370.0,242000.0,0.894090909,Condo
192168,77690.0,139500.0,0.5569,Single Family
